id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;target_language;definition_type;definition;notes;gloss;keywords;segmentation;etymology;related;derived;synonyms;antonyms;hypernyms;hyponyms;comments;score;votes
6HLe3RREY;False;2019-12-16T21:23:06.918Z;Hoemai;hoeshīy;True;[];;;;;;[];[];[];eng;informal;▯ is a sunset.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'could be: The sun is setting / It is sunset (nullary); Sun ▯ sets (unary).'), ('date', '2020-02-08T16:45:45.436Z'), ('author', 'uakci')]), OrderedDict([('content', 'uakci: agreed'), ('date', '2020-02-10T08:47:59.816Z'), ('author', 'akesi')])]";1;OrderedDict([('uakci', 1)])
pRBVptsY2;False;2019-12-16T21:23:39.976Z;Hoemai;zeo;True;[];;;;;;[];[];[];eng;informal;▯ is a fruit.;[];;;;[];[];[];[];[];[];[];[];2;OrderedDict([('Ilmen', 1), ('uakci', 1)])
-qs1YdieY;False;2019-12-20T15:48:47.214Z;lynn;esā;True;[];;;;;;[];[];[];eng;informal;"▯ are 10¹⁸ in number; ▯ are a quintillion.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Kx3NloCEa;False;2019-12-21T17:21:38.171Z;Ilmen;kuejīo;True;[];;;;;;[];[];[];eng;informal;▯ is a library.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
S35-OrrFd;False;2019-12-26T00:27:09.615Z;fagri;hıpī;True;[];;;;;;[];[];[];eng;informal;▯ is a hippie (a person from that one specific movement that occurred in ~the 80's);[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'This word is currently in a votes-battle with #_vRYXRMBy to see which is preferred by the community'), ('date', '2019-12-26T00:28:18.048Z'), ('author', 'fagri')]), OrderedDict([('content', 'Oops, I meant the ~60s'), ('date', '2019-12-26T00:28:41.521Z'), ('author', 'fagri')])];0;OrderedDict()
qfwCm8FoT;False;2019-12-26T21:17:40.520Z;Ilmen;tuakōe;True;[];;;;;;[];[];[];eng;informal;▯ chooses proposition ▯ out of propositions ▯ for making it be the case.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
YPepvqJnX;False;2019-12-27T16:11:58.224Z;seaqtaq;muılīaq;True;[];;;;;;[];[];[];eng;informal;"▯ (plural) are synonymic with each other; ▯ are synonyms";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
thm3x9Bc4;False;2019-12-28T04:05:07.696Z;fagri;bıelēaq;True;[];;;;;;[];[];[];eng;informal;▯ takes place right after / as soon as ▯ takes place;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SEG9A-U5F;False;2019-12-29T17:53:45.531Z;Ilmen;dıaq;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘regular’; ▯ occurs at regular intervals of time of duration ▯; ▯ satisfies property ▯ at regular intervals of duration ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
CZHjvSS5N;False;2019-12-30T17:30:23.049Z;Ilmen;shıubūaq;True;[];;;;;;[];[];[];eng;informal;▯ fails to satisfy property ▯, which was intended in furtherance of the goal of satisfying property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
md2XevuLR;False;2019-12-31T19:55:23.309Z;Ilmen;shaıbū;True;[];;;;;;[];[];[];eng;informal;▯ continues being the case.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
h9dZ1aksS;False;2020-01-02T17:46:26.862Z;Ilmen;chuao;True;[];;;;;;[];[];[];eng;informal;▯ is a window or a hole going through a wall or any other object (i.e. a hole with two ends, such that you can see through it).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
n1FVpcYj3;False;2020-01-03T16:29:01.511Z;lynn;ramēq;True;[];;;;;;[];[];[];eng;informal;▯ is ramen (the Japanese noodle dish).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Qdncp1F0b;False;2020-01-05T20:47:25.473Z;Ilmen;rabū;True;[];;;;;;[];[];[];eng;informal;"▯ is the case if ▯ is the case (logical IF); either ▯ is the case or ▯ is not the case.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
rZbb3yRjL;False;2020-01-05T21:12:11.741Z;Ilmen;lubō;True;[];;;;;;[];[];[];eng;informal;the proposition ▯ entails the proposition ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
g-EHltbBf;False;2020-01-05T21:16:10.137Z;Ilmen;ruaq;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘assert’; ▯ asserts/claims ▯ to be the case to addressee ▯.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
rEZ8voEze;False;2020-01-05T21:21:07.819Z;Ilmen;duchā;True;[];;;;;;[];[];[];eng;informal;▯ happens in such a way that ▯ seems to be the case.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
h17yXirZa;False;2020-01-05T22:09:04.969Z;Ilmen;cashē;True;[];;;;;;[];[];[];eng;informal;▯ is such that, if ▯ is the case, then the latter causes the former.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
xHjSqsP3v;False;2020-01-08T21:16:14.372Z;Ilmen;juoıkūq;True;[];;;;;;[];[];[];eng;informal;▯ describes ▯ with description ▯ (quote) to addressee ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
q7rkZNwN9;False;2020-01-08T22:15:02.327Z;Ilmen;kuqkāı;True;[];;;;;;[];[];[];eng;informal;▯ writes ▯ on ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
fLCEKkKWt;False;2020-01-10T18:10:43.265Z;Ilmen;shıunē;True;[];;;;;;[];[];[];eng;informal;▯ is the temporal distance between ▯ and ▯, the former being in the past of the latter.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
icxdGZbGU;False;2020-01-11T14:48:50.004Z;oldofficial;seu;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘number’; ▯ is PHLEGM.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('oldofficial', -1), ('uakci', 1)])
-R9hz-zvp;False;2020-01-11T23:17:59.359Z;Ilmen;tuqfīa;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘first’; ▯ is first in sequence ▯; ▯ is first in sequence ▯ to satisfy property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
2itOeCfKf;False;2020-01-17T14:02:25.821Z;Ilmen;deqchīe;True;[];;;;;;[];[];[];eng;informal;▯ learns the skill/ability of satisfying property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
cRQueOw-N;False;2020-01-22T14:08:34.665Z;uakci;jıoqkēa;True;[];;;;;;[];[];[];eng;informal;▯ is a computer.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
mIQ6gcLBN;False;2020-01-22T21:47:07.221Z;seaqtaq;choıdēa;True;[];;;;;;[];[];[];eng;informal;▯ (agentive) stabs ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
GBST0pONe;False;2020-01-23T11:28:05.435Z;Ilmen;lubō;True;[];;;;;;[];[];[];eng;informal;The proposition ▯ entails the proposition ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
c_D_H0_i9;False;2020-01-24T12:44:37.969Z;Ilmen;puınē;True;[];;;;;;[];[];[];toa;formal;"[XE] ja nẻ ja rảı bı
   sỉahūaq mủosēu né
   na ru shẻmā
      pêı shỉ né na
      shîlī ráı na
      lû sa mẻa sü hóa ráı bı
         shỉlī mêa ja ráı ru sıa jẻı méa na
         na ru dẻı nílī shínēu jẻı né méa";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
gT-TkQi2o;False;2020-01-24T17:20:30.152Z;Ilmen;re;True;[];;;;;;[];[];[];toa;formal;jıoı jẻojēq ga.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
CNUYKakjZ;False;2020-01-25T10:57:00.514Z;Ilmen;kadēoq;True;[];;;;;;[];[];[];eng;informal;▯ declares/pronounces that he/she/they satisfy property ▯ to audience ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
km2c2sKJr;False;2020-01-28T20:24:27.674Z;Ilmen;boqkīubū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘inevitable’; ▯ is inevitable.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
QmKeI2149;False;2020-01-28T20:25:29.617Z;Ilmen;huokīubū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘inaudible’; ▯ is inaudible.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6tVxolcTk;False;2020-01-29T13:04:08.867Z;Ilmen;ne;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘amount’; ▯ is how much ▯ is the case; ▯ is the amount that ▯ is the case; ▯ is how much ▯ satisfies property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Lyb_Ujp34;False;2020-01-29T20:35:15.190Z;Ilmen;guaı;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘work’; ▯ works in satisfying property ▯; ▯ satisfies property ▯ with effort.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ZF4PVezBV;False;2020-01-30T14:17:47.631Z;Ilmen;fıjī;True;[];;;;;;[];[];[];toa;formal;jẻo jí ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
539bvbO0Z;False;2020-01-30T14:57:28.948Z;Ilmen;nejēq;True;[];;;;;;[];[];[];eng;informal;"▯ and ▯ are the case to the same degree/extent; ▯ and ▯ have the property ▯ to the same degree/extent.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ThQHiHeOQ;False;2020-01-31T20:14:35.004Z;Ilmen;huq;True;[];;;;;;[];[];[];toa;formal;jıoı tỏhūq ga.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
vhzmp-EPP;False;2020-01-31T20:48:39.938Z;Ilmen;daqjāonē;True;[];;;;;;[];[];[];toa;formal;dủoı go ▯ lú sỉao ▯ hóa na ru fảo ▯ hóa.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9tCuMYfED;False;2020-02-01T16:39:54.411Z;Ilmen;mu;True;[];;;;;;[];[];[];eng;informal;▯ and ▯ are such that the latter is in relation ▯ with the former.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', -1), ('fagri', 1)])
6IphvkadG;False;2020-02-02T22:40:26.624Z;Ilmen;naojēoq;True;[];;;;;;[];[];[];eng;informal;▯ is a well.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
2LMKd1fY4;False;2020-02-03T10:40:25.235Z;Ilmen;mu;True;[];;;;;;[];[];[];toa;formal;"gủjēo go ▯ sa ▯; gủjēo go ▯ ▯ ▯.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
0yAMPTIXd;False;2020-02-04T21:11:36.182Z;uakci;ta;True;[];;;;;;[];[];[];eng;informal;▯ is the property of satisfying property ▯.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""As evidenced by solpahi's tweet image (**kẻaı hó míetā ru shéıtā ru róetā**)""), ('date', '2020-02-04T21:12:17.246Z'), ('author', 'uakci')]), OrderedDict([('content', 'This might never take off as a standalone word (since it already means something); however, as an infix, it has already been observed to be used by solpahi himself, so if he uses it, we shall too.'), ('date', '2020-02-05T14:07:53.334Z'), ('author', 'uakci')]), OrderedDict([('content', 'forkıng for an unused root'), ('date', '2020-06-06T19:37:14.130Z'), ('author', 'magi')]), OrderedDict([('content', 'zyq'), ('date', '2020-06-06T19:37:18.947Z'), ('author', 'magi')])]";0;OrderedDict([('uakci', 1), ('magi', -1)])
1KhBSbKDg;False;2020-02-05T12:00:04.709Z;Ilmen;jukū;True;[];;;;;;[];[];[];eng;informal;"▯ hunts; ▯ hunts prey satisfying property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('uakci', 1), ('fagri', -1)])
cTtp6Bskt;False;2020-02-05T19:15:29.646Z;uakci;naqpōaı;True;[];;;;;;[];[];[];eng;informal;▯ is a spermatozoon.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '(plural: spermatozoa)'), ('date', '2020-02-05T19:15:38.227Z'), ('author', 'uakci')])];0;OrderedDict()
sNtY2ZOAw;False;2020-02-08T21:43:41.868Z;Ilmen;tıjēq;True;[];;;;;;[];[];[];toa;formal;tỉ tu gỏamōa ▯ re ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ngKjgedJK;False;2020-02-10T18:01:48.132Z;Ilmen;kuqbūaq;True;[];;;;;;[];[];[];eng;informal;▯ means to say ▯ but mistakenly says something erroneous instead.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', 0)])
rW-Yylnp3;False;2020-02-11T10:06:15.821Z;Ilmen;porōı;True;[];;;;;;[];[];[];toa;formal;mẻajēq ▯ ▯ roı pó hoı.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
URH_Mj72Q;False;2020-02-16T21:23:24.448Z;magi;mı;True;[];;;;;;[];[];[];eng;informal;"predicatizer: ‘that/those.named’; turns following phrase X into predicate: ▯ is/are called X.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
hkb4i8Ywb;False;2020-02-17T23:26:07.326Z;Ilmen;shıjūe;True;[];;;;;;[];[];[];eng;informal;"▯ is a January; ▯ is a time point or period satisfying property ▯ and being part of a January.";[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'The second slot is for usage of the sort ""sa shỉjūe shỉchāq"", ""a 1st day of January"".'), ('date', '2020-02-17T23:28:19.011Z'), ('author', 'Ilmen')])]";0;OrderedDict()
iz3oTZC9S;False;2020-02-22T06:49:17.241Z;seaqtaq;moegāq;True;[];;;;;;[];[];[];eng;informal;▯ sympathizes with ▯in feeling ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
bUvtEIJp9;False;2020-02-22T16:08:23.168Z;uakci;uq;True;[];;;;;;[];[];[];eng;informal;▯ oops.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('uakci', 1)])
TuY7EQam5;False;2020-02-24T20:17:19.271Z;Ilmen;beıjāq;True;[];;;;;;[];[];[];eng;informal;"▯ is so much the case; ▯ satisfies property ▯ so much.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
wi_TCP8sL;False;2020-02-25T14:35:19.330Z;Ilmen;boshō;True;[];;;;;;[];[];[];eng;informal;▯ gets/acquires ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
cCPXPe__x;False;2020-02-25T18:03:20.138Z;Ilmen;tua kảqgāı;False;[];;;;;;[];[];[];eng;informal;▯, to ▯, shows ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
5Hac-JCQ5;False;2020-02-25T18:26:45.181Z;uakci;tua kảqgāı;False;[];;;;;;[];[];[];eng;informal;▯ shows to ▯ ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FjwjBKVKo;False;2020-02-26T04:55:07.385Z;elements;hoesāı;True;[];;;;;;[];[];[];eng;informal;▯ is helium (element 2);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
gdXVV1t_n;False;2020-02-26T11:08:29.468Z;Ilmen;nıjāo;True;[];;;;;;[];[];[];eng;informal;▯ is far away from here.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
1ReF5JcIr;False;2020-02-26T20:22:34.792Z;Ilmen;peqbōe;True;[];;;;;;[];[];[];eng;informal;▯ is a sheet of paper.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
EJtaKWI52;False;2020-02-26T22:40:48.466Z;Ilmen;fuqtīo;True;[];;;;;;[];[];[];eng;informal;predicate ▯ is a mathematical function.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
8btOkjufL;False;2020-02-27T16:56:37.918Z;Ilmen;taokōe;True;[];;;;;;[];[];[];eng;informal;▯ chooses/decides to satisfy property ▯ out of properties ▯.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
HYvKQRDj3;False;2020-02-27T20:56:36.825Z;Ilmen;fuaqtūaı;True;[];;;;;;[];[];[];eng;informal;▯ is an image/picture on a physical support.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
wpSiZBw2l;False;2020-03-01T19:16:20.244Z;uakci;guaıdūıbīa;True;[];;;;;;[];[];[];eng;informal;▯, due to overworking, suffers from illness ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
NCk4tXdZM;False;2020-03-01T20:09:44.834Z;uakci;zeonāo;True;[];;;;;;[];[];[];eng;informal;▯ is fruit juice.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
aosVysx2z;False;2020-03-02T02:13:12.967Z;seaqtaq;baqlī;True;[];;;;;;[];[];[];eng;informal;thing(s) in general has/have property ▯ (among the things having the property ▯);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
61VzXdk0-;False;2020-03-02T22:46:03.971Z;uakci;mumū;True;[];;;;;;[];[];[];eng;informal;▯ is a moo-moo cow.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'Infantile term.'), ('date', '2020-03-02T22:46:07.424Z'), ('author', 'uakci')])];0;OrderedDict()
sxp39LtcC;False;2020-03-03T10:01:54.057Z;Ilmen;lıaıhūa;True;[];;;;;;[];[];[];eng;informal;▯ is a fine (body part).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
QtU1Vn1Xc;False;2020-03-03T14:27:47.973Z;Ilmen;haqbāıkūa;True;[];;;;;;[];[];[];eng;informal;▯ is a kitchen.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_1vN_AvYm;False;2020-03-05T11:55:38.852Z;uakci;nıaıpōaı;True;[];;;;;;[];[];[];eng;informal;▯ is an egg.;[];;;;[];[];[];[];[];[];[];[];2;OrderedDict([('magi', 1), ('zeukueqche', 1)])
ijDz18r_a;False;2020-03-06T18:32:02.214Z;Ilmen;kıqkēa;True;[];;;;;;[];[];[];eng;informal;▯ is a video screen.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
NAyMxB3oz;False;2020-03-06T18:38:58.826Z;Ilmen;muoı;True;[];;;;;;[];[];[];eng;informal;"▯ rotates/spins/turns; ▯ rotates about axis ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9LVGphnvO;False;2020-03-07T12:39:50.079Z;Ilmen;gaqmē;True;[];;;;;;[];[];[];eng;informal;▯ is a community (group of interacting organisms).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
mpFTUvf3N;False;2020-03-07T21:34:09.716Z;Ilmen;doıjāq;True;[];;;;;;[];[];[];eng;informal;▯ admires ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
RD6spocHT;False;2020-03-07T21:42:21.875Z;Ilmen;sıeqcā;True;[];;;;;;[];[];[];eng;informal;▯ is amazing, impressive, awe-inspiring.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
97UfZJfGp;False;2020-03-12T21:17:38.726Z;uakci;hahā;True;[];;;;;;[];[];[];eng;informal;▯ overthrows the capitalist system.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'This is to give this silly word a more serious and reasonable meaning — one that my colleagues and I might imagine ever using during our conversations about politics and golf.'), ('date', '2020-03-12T21:18:41.528Z'), ('author', 'uakci')])];0;OrderedDict()
EW-2WEYOC;False;2020-03-16T04:19:16.648Z;akesi;lymāo;True;[];;;;;;[];[];[];eng;informal;▯ laughs their behind off.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'keyword: lmao'), ('date', '2020-04-30T02:28:09.465Z'), ('author', 'akesi')])];0;OrderedDict()
aKq6tqBxJ;False;2020-03-18T08:29:03.342Z;seaqtaq;nefūrī;True;[];;;;;;[];[];[];eng;informal;"▯ fluctuates as to the degree of it being the case; ▯ fluctuates in how intensely it satisfies property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
EP2vIS3cu;False;2020-03-30T08:43:25.329Z;uakci;duagī;True;[];;;;;;[];[];[];eng;informal;"▯ is wise; ▯ is good to know.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
0U8v3AK3u;False;2020-03-30T08:44:06.583Z;uakci;shaohūı;True;[];;;;;;[];[];[];eng;informal;"▯ is sinister; ▯ are bad intentions.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
z3YQpHWqu;False;2020-03-30T08:44:51.029Z;uakci;duahūı;True;[];;;;;;[];[];[];eng;informal;"▯ is foolish; ▯ is not good to know.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
8Dk3bj4e2;False;2020-03-31T12:14:34.532Z;akesi;seaqchūq;True;[];;;;;;[];[];[];eng;informal;▯ vores ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
rI6F-8QQv;False;2020-04-07T15:11:35.642Z;uakci;goaınūa;True;[];;;;;;[];[];[];eng;informal;▯ scrapes/wipes ▯ off ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
hm8OmVHqy;False;2020-04-11T10:47:06.277Z;uakci;juaocūe;True;[];;;;;;[];[];[];eng;informal;▯ is an authority over ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
q1lZ5P5Iv;False;2020-04-13T20:40:24.827Z;Ilmen;ykō;True;[];;;;;;[];[];[];eng;informal;"▯ is the relation obtained by composing the relation ▯ with itself N times, with N being the cardinality of anything satisfying property ▯;
the relation ▯ is the N-th iterate or N-th relational power of the relation ▯, N being the cardinality of anything satisfying property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
YYBS_blsH;False;2020-04-15T13:30:24.861Z;akesi;tuaıfūq;True;[];;;;;;[];[];[];eng;informal;▯ is a shirt.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('akesi', 1)])
0NMOlSHV3;False;2020-04-16T02:28:44.141Z;akesi;puebēa;True;[];;;;;;[];[];[];eng;informal;▯ is an ankle.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('akesi', 1)])
HW7SFPcIX;False;2020-04-23T02:04:53.353Z;akesi;cea;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘sack’; ▯ is a sack/bag/pocket containing ▯";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'forked from #-9W31zk1tT'), ('date', '2020-04-23T02:05:24.193Z'), ('author', 'akesi')])];2;OrderedDict([('saqraku', 1), ('akesi', 1)])
W5BBIk0Xb;False;2020-05-14T17:01:47.228Z;magi;sushī;True;[];;;;;;[];[];[];eng;informal;▯ is the previous predicate considered individually.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
I7LkV2Aly;False;2020-05-14T18:32:26.910Z;uakci;shıtōaq;True;[];;;;;;[];[];[];eng;informal;▯ is an idiolect / language use idiosyncracy / lisp / personal quirk of ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qRYg26urY;False;2020-05-19T22:59:46.859Z;uakci;bıelēaq;True;[];;;;;;[];[];[];eng;informal;"▯ comes right after ▯; ▯ starts exactly when ▯ ends.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
fmTabcyzh;False;2020-05-30T14:33:46.690Z;fagri;teoqmōı;True;[];;;;;;[];[];[];eng;informal;▯ considers question ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
z7C3YQjT0;False;2020-05-31T14:31:28.737Z;Ilmen;jeokū;True;[];;;;;;[];[];[];eng;informal;it's ▯ (out of the salient options) which is what satisfies property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
CHr_LRCIN;False;2020-05-31T14:49:26.672Z;Ilmen;jeokū;True;[];;;;;;[];[];[];eng;informal;"▯ (newsworthy element) satisfies property ▯; ▯ is one of the answers to the question of what satisfies property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
mTmgnvHi5;False;2020-06-01T05:36:10.835Z;magi;sejē;True;[];;;;;;[];[];[];eng;informal;▯ has ▯ as gender/sexuality.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
uGuUjVadO;False;2020-06-01T05:54:15.292Z;magi;fakīu;True;[];;;;;;[];[];[];eng;informal;▯ pees into the toilet ▯;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('magi', 1)])
qNHfVdkCy;False;2020-06-04T20:20:18.897Z;Ilmen;shıkō;True;[];;;;;;[];[];[];eng;informal;▯ is first among ▯ sorted by property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
VVCyoP3OA;False;2020-06-06T15:32:29.880Z;Ilmen;juo;True;[];;;;;;[];[];[];eng;informal;▯ is a written message.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_MT7FGiAK;False;2020-06-06T19:04:46.074Z;magi;seaq;True;[];;;;;;[];[];[];eng;informal;loving and financially stable couple ▯ receives baby ▯ from stork ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FobPGP1_G;False;2020-06-09T23:39:05.624Z;seaqtaq;shamū;True;[];;;;;;[];[];[];eng;informal;property ▯ is arrived at by ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
W3hn-dAbK;False;2020-06-12T02:43:12.944Z;magi;ke;True;[];;;;;;[];[];[];eng;informal;"quantifier: ‘the/these’; quantifier: ke X refers to specific thing(s) that are X, among all X that are in the UoD.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('magi', 1)])
Pkf9I8W79;False;2020-06-16T23:45:42.675Z;xorxes;ko;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘nth’;  ▯ is the last of those satisfying property ▯ who are the first of those satisfying property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
y7k_U4gK4;False;2020-06-23T01:44:40.945Z;seaqtaq;paqmūo;True;[];;;;;;[];[];[];eng;informal;▯ is the entirety of ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
PxT8YnUmO;False;2020-06-28T20:41:57.590Z;seaqtaq;cuaılāq;True;[];;;;;;[];[];[];eng;informal;▯ is a liquid (phonetics);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
HRhoUmf4i;False;2020-06-29T21:39:13.342Z;magi;rıe;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘between’; ▯ is between/amidst/among ▯ (plural) in property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
tEiknLi87;False;2020-07-03T02:02:56.766Z;seaqtaq;ku'āı;True;[];;;;;;[];[];[];eng;informal; ▯ is ▯'s orientation in regard to property ▯;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'Word form inspired by ""kuaı"". The second place relates to a scale and/or collection of beliefs or behaviors and the third place describes exactly what behaviors or beliefs the referent of the first place exhibits, or where they are on the scale  ""Kủxāı hı súq lî củe ra cảq ja baq jủaocīao moq?""—""What is your political orientation"" (Or ""Please describe what properties best describe your beliefs/behaviors as relevant to ruling and managing societies"")  This bisyllabic root is purposefully very broad and as such can be used to name sexual, gender, political, etc. orientation'), ('date', '2020-07-03T02:05:38.281Z'), ('author', 'seaqtaq')])]";0;OrderedDict()
SYOil7fql;False;2020-07-04T11:13:16.503Z;Ilmen;chıe;True;[];;;;;;[];[];[];eng;informal;▯ acquires property ▯ through learning, training, education, conditioning or moulding.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
00cuExtSr;False;2020-07-04T21:29:02.053Z;magi;luaqnē;True;[];;;;;;[];[];[];eng;informal;▯ has score ▯ in game ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
